onnx, vnnlib, O_0 ,O_1 ,O_2 ,O_3 ,O_4 ,O_res_0 ,O_res_1 ,O_res_2 ,O_res_3 ,O_res_4 ,S_0 ,S_1 ,S_2 ,S_3 ,S_4 ,S_res_0 ,S_res_1 ,S_res_2 ,S_res_3 ,S_res_4 ,B_0 ,B_1 ,B_2 ,B_3 ,B_4 ,B_res_0 ,B_res_1 ,B_res_2 ,B_res_3 ,B_res_4 
cifar10_2_255_simplified, cifar10_spec_idx_0_eps_0.00784_n1, 2.0756430625915527,2.075612783432007,2.070343017578125,2.005497694015503,1.9968762397766113,sat,sat,sat,sat,sat,2.0888280868530273,2.1165030002593994,2.0552711486816406,2.1617960929870605,2.1145060062408447,sat,sat,sat,sat,sat,2.2179617881774902,2.1286675930023193,2.1610822677612305,2.178300619125366,2.0734314918518066,sat,sat,sat,sat,sat
cifar10_2_255_simplified, cifar10_spec_idx_1_eps_0.00784_n1, 1.6008496284484863,1.5156545639038086,1.5174226760864258,1.5160930156707764,1.5331120491027832,unsat,unsat,unsat,unsat,unsat,1.6710922718048096,1.5847978591918945,1.5583980083465576,1.6692254543304443,1.671764850616455,unsat,unsat,unsat,unsat,unsat,1.5661461353302002,1.653810977935791,1.5629081726074219,1.6825401782989502,1.5518767833709717,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_2_eps_0.00784_n1, 10.6898672580719,10.586549997329712,10.70110273361206,10.608963966369629,10.92347502708435,unsat,unsat,unsat,unsat,unsat,13.201910972595215,13.317941427230835,13.30804181098938,13.191401720046997,13.204059362411499,unsat,unsat,unsat,unsat,unsat,13.011069297790527,13.200636148452759,13.067545175552368,13.021445751190186,12.904196977615356,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_3_eps_0.00784_n1, 1.5699799060821533,1.534501075744629,1.5422513484954834,1.4950048923492432,1.5313045978546143,unsat,unsat,unsat,unsat,unsat,1.6005926132202148,1.56610107421875,1.5600075721740723,1.546163558959961,1.5670413970947266,unsat,unsat,unsat,unsat,unsat,1.586632251739502,1.670454740524292,1.6625821590423584,1.58359694480896,1.5556282997131348,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_4_eps_0.00784_n1, 18.415681838989258,18.89064121246338,18.560729503631592,18.579620599746704,18.38887619972229,unsat,unsat,unsat,unsat,unsat,26.15650749206543,26.089391231536865,25.96534776687622,25.94337034225464,25.927965879440308,unsat,unsat,unsat,unsat,unsat,22.712483406066895,22.691576957702637,22.774959802627563,23.00766134262085,22.27144742012024,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_5_eps_0.00784_n1, 6.285044431686401,6.187448024749756,6.179838418960571,6.213449001312256,6.219265699386597,unsat,unsat,unsat,unsat,unsat,7.340189456939697,7.245596885681152,7.252126216888428,7.164628982543945,7.102660655975342,unsat,unsat,unsat,unsat,unsat,6.721606016159058,6.811035871505737,6.781444549560547,6.7728636264801025,6.820224761962891,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_6_eps_0.00784_n1, 1.6530942916870117,1.5160939693450928,1.6290922164916992,1.5470387935638428,1.5323741436004639,unsat,unsat,unsat,unsat,unsat,1.7013897895812988,1.7012019157409668,1.5539453029632568,1.6400606632232666,1.7007153034210205,unsat,unsat,unsat,unsat,unsat,1.5534782409667969,1.546372890472412,1.608074426651001,1.6923801898956299,1.5512397289276123,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_8_eps_0.00784_n1, ERROR_SKIPPED, LAST RES timeout 300
cifar10_2_255_simplified, cifar10_spec_idx_9_eps_0.00784_n1, 11.380309343338013,11.327926635742188,11.227111339569092,11.40361213684082,11.079464673995972,unsat,unsat,unsat,unsat,unsat,16.716994524002075,16.998749256134033,17.132005214691162,16.890698671340942,17.086050271987915,unsat,unsat,unsat,unsat,unsat,13.825730562210083,13.795334815979004,13.879658937454224,13.647503852844238,13.69279432296753,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_10_eps_0.00784_n1, 1.6572554111480713,1.5188922882080078,1.5076837539672852,1.5372748374938965,1.6204800605773926,unsat,unsat,unsat,unsat,unsat,1.5946094989776611,1.5635523796081543,1.6764333248138428,1.6784605979919434,1.6832377910614014,unsat,unsat,unsat,unsat,unsat,1.5553874969482422,1.5969557762145996,1.673830509185791,1.566091775894165,1.5561630725860596,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_11_eps_0.00784_n1, 1.597524642944336,1.5559792518615723,1.5525197982788086,1.532674789428711,1.5856678485870361,unsat,unsat,unsat,unsat,unsat,1.6949543952941895,1.6732687950134277,1.627178430557251,1.5758357048034668,1.582707166671753,unsat,unsat,unsat,unsat,unsat,1.6036932468414307,1.661935806274414,1.5495238304138184,1.5340418815612793,1.6615715026855469,unsat,unsat,unsat,unsat,unsat
cifar10_2_255_simplified, cifar10_spec_idx_12_eps_0.00784_n1, 2.202042579650879,2.0624189376831055,2.068312406539917,2.0475783348083496,2.1783528327941895,sat,sat,sat,sat,sat,2.097043037414551,2.2979354858398438,2.124739408493042,2.100374221801758,2.2203173637390137,sat,sat,sat,sat,sat,2.1227355003356934,2.0868747234344482,2.103435754776001,2.12686824798584,2.08560848236084,sat,sat,sat,sat,sat
